genes	cpgs	mean_max_frequency_weight
ENSG00000236040	cg00003298	107.83012091579795
ENSG00000234881	cg00000769	107.0748283283178
ENSG00000230100	cg00001791	105.80562857572917
ENSG00000230100	cg00002769	102.65193653347191
ENSG00000231981	cg00000734	101.6559180721868
ENSG00000242041	cg00002145	100.51513752342946
ENSG00000264981	cg00000948	100.38428438403993
ENSG00000235240	cg00002809	99.73667733537776
ENSG00000242041	cg00001874	98.76341335732404
ENSG00000266261	cg00001791	97.99866818998409
ENSG00000278732	cg00003173	96.92345082129835
ENSG00000166368	cg00003173	96.40900983395812
ENSG00000166007	cg00000905	95.43613564958225
ENSG00000252628	cg00003298	95.3949467196339
ENSG00000270112	cg00000721	95.35639453438984
ENSG00000268465	cg00000924	94.40856277449103
ENSG00000231981	cg00002531	93.74924919272229
ENSG00000262950	cg00002769	93.59804725965644
ENSG00000207000	cg00003202	92.93003504717777
ENSG00000166368	cg00002116	91.52846724795835
ENSG00000242268	cg00002531	90.65751386869783
ENSG00000236893	cg00003173	89.91731235248668
ENSG00000254465	cg00000721	89.17764371488019
ENSG00000261789	cg00000948	88.7455890390529
ENSG00000278923	cg00003529	88.40302149752395
ENSG00000204113	cg00003969	86.47574421672675
ENSG00000264104	cg00002449	85.6903000586273
ENSG00000254465	cg00001809	82.85931139777122
ENSG00000254092	cg00001510	81.48744225382869
ENSG00000278732	cg00000165	77.15430975129888
ENSG00000271647	cg00000236	71.14248292494591
ENSG00000271647	cg00002646	69.08989054140932
ENSG00000231981	cg00004082	65.66014767698658
ENSG00000234881	cg00004067	63.80406009523159
ENSG00000280038	cg00002591	62.97357891953398
ENSG00000242268	cg00002810	62.32122214930475
ENSG00000225269	cg00002406	61.00821226967801
ENSG00000102174	cg00004082	60.65958408292215
ENSG00000166634	cg00002406	60.08419240601448
ENSG00000235240	cg00001747	58.715228638078834
ENSG00000204113	cg00000924	57.17177880340445
ENSG00000252628	cg00002033	54.50480101126449
ENSG00000278099	cg00000292	53.22342842858877
ENSG00000206072	cg00004082	49.81947208702284
ENSG00000252628	cg00001809	48.92969515262134
ENSG00000255420	cg00000721	46.83625019318049
ENSG00000166634	cg00004082	45.109981058500445
ENSG00000242041	cg00004067	42.88825098944487
ENSG00000198242	cg00002464	39.209324950189895
ENSG00000254131	cg00002449	36.17622818127616
ENSG00000280159	cg00000289	34.51451735268748
ENSG00000254131	cg00001747	33.142345183110265
ENSG00000280038	cg00003091	28.856325141275548
ENSG00000134108	cg00002464	26.994445542009853
ENSG00000166634	cg00001687	24.437252222275234
ENSG00000166634	cg00002464	22.699822367278756
ENSG00000273406	cg00000622	22.34394321473763
ENSG00000234881	cg00002464	15.841967752011325
ENSG00000280038	cg00002464	14.600748883901788
ENSG00000261789	cg00002808	14.097555975867945
ENSG00000207000	cg00003969	11.084576926745868
ENSG00000118972	cg00002464	10.698184187557642
ENSG00000236040	cg00002464	10.690169345894605
ENSG00000118972	cg00000622	5.135967707437036
ENSG00000166368	cg00000622	4.529102550558536
ENSG00000262950	cg00004055	4.019584329822413
ENSG00000231981	cg00000622	3.822953858378302
ENSG00000204113	cg00000622	3.614505285367542
ENSG00000242041	cg00000622	3.5906222775382224
ENSG00000166634	cg00003173	3.4950981051419334
ENSG00000254465	cg00000622	3.372551411867361
ENSG00000264104	cg00001349	2.9412593212163607
ENSG00000261789	cg00000622	1.9110178356461978
ENSG00000118972	cg00002224	1.671055328359238
ENSG00000166368	cg00002464	1.6108671717432825
ENSG00000166368	cg00000363	1.3949485150101066
ENSG00000234881	cg00004082	1.2717979380848725
ENSG00000204113	cg00001245	1.2442345083621902
ENSG00000230100	cg00003994	1.1035354645031317
ENSG00000166368	cg00000714	1.0163451351763377
ENSG00000095587	cg00001510	0.990819402631665
ENSG00000167578	cg00004082	0.9800581616649651
ENSG00000236893	cg00002597	0.9052336509729293
ENSG00000270469	cg00000321	0.8936466990749721
ENSG00000236893	cg00003091	0.8912322265523027
ENSG00000227535	cg00004067	0.8603268377020368
ENSG00000269148	cg00003287	0.856339809401302
ENSG00000280038	cg00004082	0.8521902193998061
ENSG00000198242	cg00002646	0.8302249442009579
ENSG00000204113	cg00001583	0.8253086024702937
ENSG00000271616	cg00000622	0.8050119863406174
ENSG00000070087	cg00004082	0.7945758070911927
ENSG00000204113	cg00001809	0.75964914968034
ENSG00000278732	cg00004082	0.7519189405551769
ENSG00000240423	cg00002660	0.7425294878619558
ENSG00000231981	cg00001874	0.7342085239547913
ENSG00000275265	cg00000622	0.7331109321093343
ENSG00000264104	cg00000924	0.7299943714758239
ENSG00000278732	cg00002464	0.7223844113592119
ENSG00000278732	cg00002145	0.7105281206647405
ENSG00000234943	cg00004082	0.708232089397919
ENSG00000264438	cg00002426	0.708197303459904
ENSG00000273406	cg00002449	0.7073803227036607
ENSG00000255420	cg00001747	0.6932716771943169
ENSG00000254092	cg00002145	0.6837396913095922
ENSG00000271616	cg00000714	0.6733245661845904
ENSG00000278099	cg00002809	0.6715235048683987
ENSG00000207000	cg00003287	0.6621728981323497
ENSG00000242268	cg00001687	0.6599218372395137
ENSG00000280038	cg00002145	0.6487370175805318
ENSG00000278732	cg00000363	0.6368296698446068
ENSG00000262950	cg00001854	0.6344353670578403
ENSG00000271647	cg00003305	0.6318472641886634
ENSG00000254092	cg00000363	0.6197939615428043
ENSG00000207000	cg00002464	0.619347891648127
ENSG00000254465	cg00002449	0.6167452277970135
ENSG00000262950	cg00001446	0.6161606208502617
ENSG00000270112	cg00003994	0.6154440183748033
ENSG00000254131	cg00004055	0.6127125647293348
ENSG00000057294	cg00000363	0.6126962333111811
ENSG00000276644	cg00000321	0.6120890357943122
ENSG00000204113	cg00000957	0.6095710071030309
ENSG00000278099	cg00002719	0.6076609651343999
ENSG00000252628	cg00001446	0.6030337495247503
ENSG00000252628	cg00002930	0.5994665528682639
ENSG00000242268	cg00002406	0.5931649751828001
ENSG00000242268	cg00001583	0.5835097169227595
ENSG00000242268	cg00004082	0.5774217583642474
ENSG00000146083	cg00000658	0.5747303010591789
ENSG00000280038	cg00002837	0.5709560460798156
ENSG00000166368	cg00002593	0.5703786809762047
ENSG00000280038	cg00001261	0.5539106570034721
ENSG00000271647	cg00003969	0.5494881090263951
ENSG00000271647	cg00002591	0.5431857629559318
ENSG00000280038	cg00001510	0.5420214979321155
ENSG00000276644	cg00000363	0.53545690326876
ENSG00000280038	cg00001582	0.5288167336022577
ENSG00000278732	cg00000321	0.5246448414203919
ENSG00000166368	cg00001854	0.5239189189171061
ENSG00000166368	cg00004055	0.5236948468100292
ENSG00000278099	cg00003298	0.5074367634676908
ENSG00000264438	cg00000905	0.4875058751463607
ENSG00000158486	cg00002426	0.48733897221198275
ENSG00000278923	cg00000734	0.4797027724674875
ENSG00000252628	cg00000363	0.4771607110588242
ENSG00000280038	cg00000721	0.4770319045662913
ENSG00000204113	cg00001747	0.4749150690123237
ENSG00000070081	cg00004082	0.474472812054782
ENSG00000278923	cg00000236	0.4654118387858488
ENSG00000252628	cg00000029	0.4651784678105941
ENSG00000230100	cg00003202	0.4569293630634602
ENSG00000207000	cg00003784	0.4537193656914688
ENSG00000264104	cg00000321	0.4532800153217258
ENSG00000234900	cg00003091	0.4495356311070701
ENSG00000268465	cg00003091	0.44798470292163406
ENSG00000242268	cg00001747	0.4473338575731273
ENSG00000270469	cg00002591	0.4432975214956218
ENSG00000278099	cg00001261	0.44187396514242716
ENSG00000278732	cg00001245	0.4412162038669297
ENSG00000264104	cg00003513	0.4411282439260276
ENSG00000242041	cg00002646	0.43767354754117527
ENSG00000078237	cg00000363	0.4289144835278145
ENSG00000242268	cg00001582	0.41992900865941735
ENSG00000230100	cg00002810	0.41541988999013496
ENSG00000234881	cg00000734	0.4095594905109001
ENSG00000182141	cg00000622	0.40881148763604447
ENSG00000231981	cg00000321	0.4081218939956119
ENSG00000167768	cg00004089	0.40767850166393016
ENSG00000269148	cg00004067	0.4062179019129228
ENSG00000273406	cg00000924	0.4034180756507938
ENSG00000198242	cg00003784	0.401558563401068
ENSG00000271647	cg00002769	0.39655473342348235
ENSG00000227535	cg00000957	0.39244887349510593
ENSG00000264104	cg00001687	0.3909209231697552
ENSG00000234881	cg00000363	0.3877411851093755
ENSG00000264438	cg00003994	0.3868770303939218
ENSG00000278732	cg00002810	0.3867276564272844
ENSG00000234943	cg00000905	0.38611942289382706
ENSG00000230100	cg00003529	0.3851043848094289
ENSG00000166007	cg00003994	0.3828902935039362
ENSG00000227535	cg00002809	0.38224974582913895
ENSG00000280038	cg00002406	0.378727468608836
ENSG00000166634	cg00001854	0.375108958768777
ENSG00000225269	cg00002190	0.37471750310454893
ENSG00000278099	cg00002769	0.3659647716273264
ENSG00000207000	cg00002490	0.36118487063631277
ENSG00000166368	cg00003181	0.3607738387957253
ENSG00000269475	cg00002646	0.3600735374176123
ENSG00000254131	cg00000165	0.3585483810031549
ENSG00000252628	cg00002236	0.35495264769862267
ENSG00000220993	cg00004089	0.3542741025434467
ENSG00000269475	cg00003784	0.35233288737752916
ENSG00000206072	cg00000363	0.34990351356294236
ENSG00000230100	cg00004072	0.34442007405885433
ENSG00000264438	cg00003298	0.34262664173120144
ENSG00000236893	cg00000292	0.34078960007026776
ENSG00000278099	cg00001582	0.33929771803080966
ENSG00000197421	cg00002116	0.33902344015227737
ENSG00000269475	cg00000236	0.33735311315981026
ENSG00000270469	cg00000948	0.33625917590956417
ENSG00000225275	cg00001874	0.3342438934099173
ENSG00000264438	cg00001583	0.3337647833201025
ENSG00000264104	cg00003181	0.3335149660147148
ENSG00000166634	cg00001809	0.33294939608944385
ENSG00000234900	cg00003513	0.3321889778978957
ENSG00000255420	cg00003298	0.3321522885806145
ENSG00000278099	cg00003513	0.33146223439283606
ENSG00000274219	cg00004089	0.3306824914399873
ENSG00000207000	cg00000924	0.330440479433085
ENSG00000204113	cg00001854	0.330242292458618
ENSG00000268465	cg00001249	0.3290382723375704
ENSG00000234881	cg00001687	0.3264486303915497
ENSG00000166007	cg00004082	0.32254389881885825
ENSG00000220993	cg00001261	0.3215532895927081
ENSG00000242268	cg00002719	0.3215148080393223
ENSG00000078237	cg00002224	0.3205926115184189
ENSG00000262950	cg00001249	0.3163743001676432
ENSG00000262950	cg00002660	0.3159645321529364
ENSG00000227535	cg00002810	0.31459879582969913
ENSG00000230100	cg00000734	0.31341889672936163
ENSG00000273406	cg00002591	0.3127243462195381
ENSG00000204113	cg00000734	0.31089418365260146
ENSG00000204113	cg00004089	0.31014430119794323
ENSG00000220993	cg00002646	0.3099804846859411
ENSG00000264438	cg00000289	0.3099006607572387
ENSG00000262950	cg00003578	0.3089401925339471
ENSG00000270112	cg00001874	0.30833706829479407
ENSG00000236040	cg00001809	0.30715556700940955
ENSG00000234881	cg00000714	0.3065969662627855
ENSG00000236893	cg00002224	0.304576964367797
ENSG00000252628	cg00000292	0.3041393359775888
ENSG00000235240	cg00003625	0.3040904209562208
ENSG00000242268	cg00002660	0.30352675981407135
ENSG00000268465	cg00002190	0.30296986552029276
ENSG00000271616	cg00003529	0.3028826860194393
ENSG00000255420	cg00000769	0.30225701254887105
ENSG00000231981	cg00001364	0.3010715860572286
ENSG00000269475	cg00000924	0.29912227068864833
ENSG00000267108	cg00001687	0.29880744561054434
ENSG00000166368	cg00002490	0.29806041126006794
ENSG00000225275	cg00000289	0.2923714663017712
ENSG00000264438	cg00000734	0.29046289443674816
ENSG00000235240	cg00003529	0.2895624547321518
ENSG00000225269	cg00003529	0.28899599580243396
ENSG00000269148	cg00002236	0.28569051285177904
ENSG00000252628	cg00002190	0.28297139451301256
ENSG00000268465	cg00002646	0.28278342085629454
ENSG00000236040	cg00002769	0.282754952136518
ENSG00000242041	cg00001582	0.2801270405736578
ENSG00000278732	cg00001874	0.2791787293185309
ENSG00000166634	cg00002597	0.2789671186062137
ENSG00000166007	cg00000734	0.27649096259392747
ENSG00000278732	cg00001446	0.27633229439497525
ENSG00000166368	cg00001747	0.27605140465745287
ENSG00000231981	cg00003345	0.27472842437903044
ENSG00000166634	cg00000905	0.27411793973735055
ENSG00000207000	cg00002769	0.2729000018752351
ENSG00000235240	cg00000957	0.27249315324899126
ENSG00000234881	cg00003287	0.2712854308614766
ENSG00000166634	cg00003298	0.2712356120160178
ENSG00000231981	cg00002597	0.2698248147265336
ENSG00000166007	cg00002190	0.26951088436195464
ENSG00000273406	cg00002597	0.26771172478474503
ENSG00000252628	cg00001687	0.26765966332000907
ENSG00000225269	cg00000714	0.2666083744926391
ENSG00000235240	cg00000236	0.26494635616814394
ENSG00000278732	cg00002236	0.26410345206115465
ENSG00000269475	cg00004055	0.2634065025988871
ENSG00000234881	cg00001809	0.26119261501907687
ENSG00000268465	cg00002593	0.25970323881798485
ENSG00000225269	cg00003784	0.2590882920755953
ENSG00000236040	cg00002591	0.259074852793421
ENSG00000231981	cg00002236	0.25867991430746423
ENSG00000268465	cg00000734	0.2585653337722518
ENSG00000220993	cg00002224	0.2570784408187411
ENSG00000230100	cg00002591	0.25658164608098527
ENSG00000278923	cg00003513	0.2558180173459135
ENSG00000230100	cg00001687	0.2555452090577677
ENSG00000236040	cg00003578	0.25420900101723015
ENSG00000166368	cg00002145	0.25352651836238077
ENSG00000166007	cg00002837	0.2524208131242641
ENSG00000262950	cg00000714	0.25213136859872354
ENSG00000264438	cg00001364	0.25199729990119785
ENSG00000230100	cg00000289	0.2519291957411029
ENSG00000220993	cg00003181	0.25191987677697886
ENSG00000207000	cg00000321	0.25167659671282827
ENSG00000197421	cg00003181	0.25149165817927954
ENSG00000235240	cg00003181	0.24982288519204565
ENSG00000264438	cg00003784	0.24981068160143516
ENSG00000275265	cg00000734	0.2495095247201897
ENSG00000166634	cg00000029	0.24942281708732686
ENSG00000225269	cg00004055	0.24728910793114176
ENSG00000230100	cg00003287	0.24665661895951962
ENSG00000118972	cg00001747	0.2465053083264114
ENSG00000278923	cg00001854	0.2462376026199805
ENSG00000278923	cg00001245	0.24608280146458536
ENSG00000236040	cg00002646	0.24561627766209918
ENSG00000233540	cg00001249	0.24528512589642254
ENSG00000225275	cg00001364	0.24503283169819776
ENSG00000204113	cg00004072	0.24394688615671759
ENSG00000060642	cg00000957	0.24169134914212195
ENSG00000242268	cg00001874	0.24127611949248462
ENSG00000266261	cg00001854	0.24117558485247934
ENSG00000260900	cg00000289	0.23909014248193422
ENSG00000225275	cg00000658	0.2380367849371562
ENSG00000261789	cg00002116	0.23612989210309815
ENSG00000273406	cg00001582	0.23554455481177125
ENSG00000234881	cg00004089	0.23529160246881706
ENSG00000254465	cg00002224	0.23454339179488146
ENSG00000230100	cg00001510	0.2332754268154533
ENSG00000242041	cg00002769	0.23288570415809084
ENSG00000278099	cg00002837	0.23147330869142116
ENSG00000225269	cg00001510	0.22983557187545425
ENSG00000225269	cg00001249	0.22970354847886726
ENSG00000252628	cg00001583	0.22922443381102506
ENSG00000273406	cg00003578	0.22897974227156606
ENSG00000274219	cg00001249	0.22895046815887996
ENSG00000240423	cg00002597	0.22867907247179622
ENSG00000269475	cg00003625	0.22807186836152976
ENSG00000060642	cg00000363	0.2269534708820608
ENSG00000236893	cg00001874	0.22399717911655642
ENSG00000275265	cg00003287	0.22238441361049338
ENSG00000254131	cg00002531	0.22235511150752146
ENSG00000166634	cg00002810	0.22218023686195332
ENSG00000261789	cg00003784	0.22211444966643054
ENSG00000278099	cg00002236	0.22159075174581688
ENSG00000234881	cg00000905	0.22053493515784553
ENSG00000167578	cg00000029	0.21998971215887111
ENSG00000273842	cg00002646	0.21979853658468576
ENSG00000280038	cg00002660	0.21942458817998345
ENSG00000236893	cg00000363	0.21900070364526522
ENSG00000225269	cg00002930	0.2189722404018706
ENSG00000207000	cg00000236	0.2183322847984994
ENSG00000278923	cg00000948	0.218306650111668
ENSG00000269475	cg00000321	0.2182547851181082
ENSG00000271647	cg00000957	0.2172910073223042
ENSG00000274219	cg00002190	0.2172075117671619
ENSG00000254465	cg00001583	0.2152777542573285
ENSG00000236040	cg00000165	0.21515081829260382
ENSG00000236040	cg00001747	0.21439011116226925
ENSG00000264104	cg00001874	0.21385223036413145
ENSG00000271616	cg00000658	0.21324535951648554
ENSG00000227535	cg00003287	0.21135922060906387
ENSG00000271647	cg00001747	0.21117737738301823
ENSG00000258630	cg00002597	0.2084300120243043
ENSG00000264438	cg00003305	0.20832510391733916
ENSG00000264104	cg00002406	0.20816832429793333
ENSG00000262950	cg00003345	0.2072851299841131
ENSG00000264438	cg00002145	0.20622398302119854
ENSG00000260900	cg00002597	0.20540665728131002
ENSG00000234881	cg00002719	0.20525175608078178
ENSG00000273842	cg00003578	0.20518507594081026
ENSG00000236040	cg00003305	0.2045325496552164
ENSG00000207000	cg00001809	0.20447615479846104
ENSG00000118972	cg00001510	0.2042565451059087
ENSG00000252628	cg00000321	0.2039935132242875
ENSG00000252628	cg00001510	0.20364108404255926
ENSG00000266261	cg00004072	0.20194710410074787
ENSG00000269416	cg00001249	0.20162647876688047
ENSG00000264104	cg00000236	0.20155821786830969
ENSG00000227535	cg00001687	0.20056515724169333
ENSG00000236040	cg00002930	0.19818312461941356
ENSG00000182141	cg00000029	0.196353909547974
ENSG00000231981	cg00004089	0.1963307244313519
ENSG00000234881	cg00000948	0.1949670195176747
ENSG00000252628	cg00000714	0.1949269107405888
ENSG00000264104	cg00001582	0.19352310822655164
ENSG00000231981	cg00000905	0.19297778236382537
ENSG00000270112	cg00002808	0.19236166903243082
ENSG00000275265	cg00002597	0.19186906557658823
ENSG00000166368	cg00000289	0.1918556406799785
ENSG00000236040	cg00000769	0.19009211760355266
ENSG00000127511	cg00002646	0.1898195650289458
ENSG00000166368	cg00002190	0.18898174114901334
ENSG00000234881	cg00001349	0.1883692023419178
ENSG00000166007	cg00001249	0.1878890690366595
ENSG00000264438	cg00002930	0.18782227569102966
ENSG00000264438	cg00001874	0.18501642113476052
